;Face_hash;Face_path;Image_hash;Image_path;date_taken;geotag;cluster_birch;cluster_optics;cluster_agglo;cluster_spec_clust;cluster_mean_shift;cluster_aff;cluster_kmeans;cluster_DBSCAN
68;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/17_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;-1;1;8;0;7;7;-1
69;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/18_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;-1;2;0;0;48;1;-1
70;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/0_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;4;21;9;4;0;17;5;-1
71;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/1_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;3;9;7;3;0;21;6;-1
72;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/2_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;3;-1;0;5;0;20;3;-1
73;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/3_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;0;-1;3;0;0;40;1;-1
74;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/4_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;3;-1;0;8;0;8;7;-1
75;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/5_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;7;-1;5;1;0;30;2;-1
76;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/tmp/6_d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;0e5832a09cd8e62ff911ef03f986632f516f98761f5c35d2dc3bde4ee4ad34b2;/mnt/kokdata/Study/face_recognition/stock/d5a0e64e-17e3-496d-b7f6-a99a85d8aa34.jpg;2019:08:25 19:55:20;;3;3;0;8;0;9;7;-1
77;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/0_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;3;-1;0;8;0;8;7;-1
78;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/1_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;3;9;7;3;0;21;6;-1
79;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/2_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;3;-1;1;8;0;25;7;-1
80;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/3_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;3;-1;0;8;0;20;3;-1
81;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/4_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;4;21;9;4;0;17;5;-1
82;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/5_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;3;3;0;8;0;9;7;-1
83;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/tmp/6_original_d60f59618d7d3980285611d8ab04a080.jpg;3bad28b2ca5426dcca63a904087e16edaa3cb600e00020d7f5d8da7a3ecdebc3;/mnt/kokdata/Study/face_recognition/stock/original_d60f59618d7d3980285611d8ab04a080.jpg;;;7;13;5;1;0;30;2;-1
84;77397949dc02575d396728faf7b67b65a5e2f5ad151af736a03e3dc21eccba11;/mnt/kokdata/Study/face_recognition/stock/tmp/0_62c7ccd34236045ee324d702.jpg;77397949dc02575d396728faf7b67b65a5e2f5ad151af736a03e3dc21eccba11;/mnt/kokdata/Study/face_recognition/stock/62c7ccd34236045ee324d702.jpg;;;3;-1;1;0;0;4;7;-1
85;0a281927b75162e332cbad72ff4a68980b9633161597a0e0be508d6293d36f6b;/mnt/kokdata/Study/face_recognition/stock/tmp/0_DEIT7vbWsAAUbSs.jpg;0a281927b75162e332cbad72ff4a68980b9633161597a0e0be508d6293d36f6b;/mnt/kokdata/Study/face_recognition/stock/DEIT7vbWsAAUbSs.jpg;;;5;16;8;7;0;26;0;-1
86;0a281927b75162e332cbad72ff4a68980b9633161597a0e0be508d6293d36f6b;/mnt/kokdata/Study/face_recognition/stock/tmp/1_DEIT7vbWsAAUbSs.jpg;0a281927b75162e332cbad72ff4a68980b9633161597a0e0be508d6293d36f6b;/mnt/kokdata/Study/face_recognition/stock/DEIT7vbWsAAUbSs.jpg;;;3;-1;0;5;0;10;3;-1
87;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/tmp/0_2_a351b8d3.jpg;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/2_a351b8d3.jpg;;;5;16;8;7;0;26;0;-1
88;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/tmp/1_2_a351b8d3.jpg;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/2_a351b8d3.jpg;;;1;5;2;2;0;11;4;0
89;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/tmp/2_2_a351b8d3.jpg;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/2_a351b8d3.jpg;;;7;-1;5;1;0;12;2;-1
90;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/tmp/3_2_a351b8d3.jpg;c60708bb15c5976a71c40d9895024e4ff350465e212158fe27585528fa12f8ff;/mnt/kokdata/Study/face_recognition/stock/2_a351b8d3.jpg;;;0;12;3;9;0;27;9;-1
91;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/0_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;5;0;43;7;-1
92;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/1_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;8;0;13;7;-1
93;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/2_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;5;0;14;3;-1
94;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/3_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;1;-1;3;0;0;42;1;-1
95;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/4_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;19;6;6;0;5;8;-1
96;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/5_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;3;0;0;41;1;-1
97;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/6_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;1;5;2;2;0;11;4;0
98;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/7_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;8;0;15;7;-1
99;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/8_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;-1;1;0;0;16;7;-1
100;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/9_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;8;2;2;0;48;4;-1
101;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/10_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;4;21;9;4;0;17;5;-1
102;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/11_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;5;0;18;1;-1
103;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/12_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;2;0;5;0;33;3;-1
104;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/13_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;1;7;2;2;0;46;4;-1
105;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/14_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;11;1;0;0;19;1;-1
106;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/15_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;0;8;0;20;3;-1
107;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/16_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;1;0;7;0;51;3;-1
108;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/17_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;3;0;0;6;3;-1
109;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/18_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;0;8;0;20;3;-1
110;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/19_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;9;7;3;0;21;6;1
111;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/20_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;0;0;22;7;-1
112;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/21_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;7;-1;5;1;0;23;2;-1
113;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/22_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;-1;3;9;0;24;9;-1
114;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/23_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;-1;1;8;0;25;7;-1
115;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/24_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;4;1;5;0;49;3;-1
116;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/25_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;5;16;8;7;0;26;0;-1
117;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/26_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;1;6;2;2;0;45;4;-1
118;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/27_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;17;6;6;0;44;8;-1
119;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/28_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;3;0;8;0;9;7;-1
120;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/29_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;3;20;1;0;0;6;7;-1
121;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/30_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;-1;4;9;0;47;9;-1
122;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/31_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;-1;4;9;0;29;9;-1
123;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/32_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;7;14;5;1;0;28;2;-1
124;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/33_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;-1;3;9;0;47;9;-1
125;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/34_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;4;-1;3;5;0;2;3;-1
126;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/tmp/35_2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;c1fa20fa9c1d895ffd9126615d512246a0431a6d0b64b2e1cd3ff200f5fd0b6e;/mnt/kokdata/Study/face_recognition/stock/2F820C87-59F9-44C9-BFF7-AFFDF5745E3D.jpg;;;0;12;3;0;0;27;9;-1
127;765c5c5aec61b70bcbd04865846e1f97744c2b2abe7850553d4ba2aeb9589748;/mnt/kokdata/Study/face_recognition/stock/tmp/0_1055369975_0_57_3500_2257_1920x0_80_0_0_43acfe1d26f0f846bbcd2347fc444638.jpg;765c5c5aec61b70bcbd04865846e1f97744c2b2abe7850553d4ba2aeb9589748;/mnt/kokdata/Study/face_recognition/stock/1055369975_0_57_3500_2257_1920x0_80_0_0_43acfe1d26f0f846bbcd2347fc444638.jpg;;;3;-1;1;8;0;13;7;-1
